dims,SOM_mean,SOM_std,PCA_mean,PCA_std,LDA_mean,LDA_std,t-SNE_mean,t-SNE_std,UMAP_mean,UMAP_std
10,0.6286557197570801,0.010816513353322094,0.002642822265625,0.0002604657997263597,0.04279670715332031,0.029848839344832942,62.506848669052125,1.107248730182122,12.117040395736694,4.335902413426911
50,0.8765998363494873,0.017064981930544454,0.007027053833007812,0.0005294789154855533,0.13744940757751464,0.009136040169196197,82.5534619808197,11.581763986833812,12.237812805175782,0.11977717870836462
100,1.1885383129119873,0.04817137404481645,0.01743474006652832,0.0005879324234185383,0.2047457218170166,0.02830877792953704,80.66765232086182,5.14461439838705,12.55239553451538,0.2792373610797322
250,2.051005411148071,0.10766363815361775,0.037607431411743164,0.0027759257157251825,0.5258604049682617,0.06433468014362778,79.48278346061707,5.471822834519966,14.721755504608154,0.2899831915846491
500,3.8974921226501467,0.05734677265378563,0.11543111801147461,0.027208459951184448,1.1941646099090577,0.05532423845384533,77.97650384902954,5.0508052623888835,16.256326389312743,0.3518205858556788
750,5.8149291515350345,0.1044720863271046,0.20921058654785157,0.028419912398091118,1.968620729446411,0.24089413313097344,86.42045683860779,10.338974576612227,17.40848574638367,0.302164228911585
1000,7.595548439025879,0.4724803696003363,0.35679125785827637,0.05785987403097562,2.940602731704712,0.06548127774312561,81.83349757194519,5.10136236831977,18.713698291778563,0.18214683059682307
