size,SOM_mean,SOM_std,PCA_mean,PCA_std,LDA_mean,LDA_std,t-SNE_mean,t-SNE_std,UMAP_mean,UMAP_std
1000,0.7403971672058105,0.02013862091315044,0.051377153396606444,0.010125555748721992,0.6655091762542724,0.3038826747554406,6.7069983959198,1.413054170811328,9.562473058700562,1.6377205582657095
5000,3.702398920059204,0.16757917059413593,0.12182087898254394,0.02591523761432352,1.5039043426513672,0.7566339383352569,40.93197956085205,3.0060008977761226,10.209008407592773,3.4065676441864716
10000,7.398360824584961,0.3312043860107296,0.14987521171569823,0.008916309101250568,1.6434453487396241,0.40850233833466004,90.36794157028199,2.4618486367915944,16.855943536758424,0.23462749104250374
20000,8.491075134277343,0.45711138481314195,0.15833873748779298,0.008739446022558396,1.6509671211242676,0.12441118138944783,105.14588866233825,2.5514298132807545,20.48148922920227,0.174166739898308
30000,8.077066707611085,0.6332223933758729,0.16588873863220216,0.017468459852045974,1.57791748046875,0.10446099446426764,106.6052843093872,3.5711423486030385,20.773089265823366,0.587580175391455
40000,8.311107635498047,0.2689102676650307,0.15918951034545897,0.011137368845380727,1.7003090858459473,0.10219890281769116,106.90040564537048,2.010732836032677,20.701827383041383,0.20699591103951046
